Gene,Sample_01,Sample_09,Sample_17,Sample_25,Sample_33,Sample_41,Sample_02,Sample_10,Sample_18,Sample_26,Sample_34,Sample_42,Sample_05,Sample_13,Sample_21,Sample_29,Sample_37,Sample_45,Sample_06,Sample_14,Sample_22,Sample_30,Sample_38,Sample_46
0610005C13Rik,10,26,0,3,1,1,1,0,0,1,0,0,4,1,0,0,1,5,0,3,2,0,4,0
0610009L18Rik,37,13,80,74,23,32,53,108,65,39,37,41,66,73,58,51,45,21,65,54,101,34,47,19
0610043K17Rik,0,0,3,13,6,12,27,7,7,3,7,3,10,2,4,0,2,4,16,17,0,5,7,7
1110006O24Rik,0,0,17,7,21,11,8,34,7,10,37,21,10,2,24,13,15,13,0,0,9,3,8,19
1110008E08Rik,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0
1110019B22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110035H17Rik,0,4,3,3,16,9,0,1,26,7,14,4,27,19,6,8,15,18,0,17,8,15,16,4
1500009L16Rik,457.02,200,231,210,198,275,646,171,278,173,227,178,437,381,409,386,217,194,395,581,352,330,253,266
1700001C19Rik,5,0,8,1,7,1,0,0,3,2,5,2,0,17,4,12,6,2,29,18,7,7,1,2
1700001F09Rik,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001O22Rik,16,40,9,22,8,21,15,9,12,15,11,25,12,0,4,3,9,24,10,4,29,13,8,14
1700003C15Rik,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0
1700003G18Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003I16Rik,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,4,0
1700006H21Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008C04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700011C11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1700011L03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012C14Rik,9,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0
1700014B07Rik,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
1700015I17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700016G22Rik,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
1700019J19Rik,0,0,0,14,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020L13Rik,0,0,0,3,8,8,10,0,3,5,2,4,0,19,7,9,0,8,0,8,8,13,2,9
1700021F07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700021J08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
1700024P12Rik,0,0,3,6,4,3,0,0,11,2,5,0,2,0,5,0,0,15,0,0,5,0,1,2
1700025N23Rik,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,10,0,1,10,1,0
1700026J14Rik,0,0,5,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,2,0
1700026N04Rik,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2
1700027J07Rik,3,0,11,10,10,17,0,0,0,2,6,49,0,0,5,1,0,7,0,0,2,6,12,12
1700029B22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,3,0,0,0,0,0,0
1700030C14Rik,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030E10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700031L13Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034B16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047G03Rik,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047L14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700048M11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700049E17Rik1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700061A03Rik,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700072G22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700073E17Rik,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,117,48,76,96,81,113,68,100,121,81,107,95,102,44,93,111,65,112,152,189,90,153,50,133
1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700095J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700095K22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700105G05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700112K13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700120G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700122H20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700127F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700128E19Rik,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1810006J02Rik,16,12,43,62,14,73,0,0,45,48,10,42,0,68,22,25,13,34,1,27,21,56,22,52
1810008B01Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0
1810017P11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810028F09Rik,0,34,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8
1810062O18Rik,21,5,6,16,17,2,0,15,8,8,20,8,9,0,12,5,13,7,10,14,12,13,15,9
2010308F09Rik,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2210418O10Rik,240.31,49.35,117.42,532.35,569.78,634.72,449.47,221.78,1004.06,181.52,725.75,64.19,325.64,411.37,949.21,175.39,406.73,429.45,291.61,750.73,568.68,523.3,660.83,445.07
2310030A07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310033P09Rik,252,157,314,408,453,453,481,272,365,240,436,526,320,440,479,288,318,466,471,396,407,481,408,434
2310065F04Rik,3,0,30,4,8,10.84,0,0,21,1,11,54,24,7,18,0,5,1,52,1,2,1,5,25
2310069B03Rik,0,5,1,7,8,2,0,77,6,0,1,2,0,0,4,2,4,6,0,0,10,6,1,7
2310074N15Rik,0,0,4,4,1,3,0,12,10,5,18,12,0,0,5,0,11,12,18,5,6,6,7,6
2410003I16Rik,0,0,2,0,18,7,0,0,6,0,12,0,0,13,9,0,19,0,0,0,1,0,11,0
2410003L11Rik,0,0,0,0,1,4,0,0,0,2,0,1,0,7,0,0,4,0,0,0,0,2,0,0
2510039O18Rik,516,692,985,1023,1410,1308,706,507,1599.99,600,1493.72,1551,595,750,1615,788,1120.66,1225,920,1009,1189,1079,1415,1213
2610028E06Rik,0,0,10,0,4,4,0,0,16,0,3,3,0,0,5,1,1,7,18,45,0,0,0,1
2610028H24Rik,45,14,0,0,0,0,30,26,3,0,0,0,3,0,0,0,2,0,0,17,0,0,0,0
2610203C22Rik,21,76,59,50,49,29,5,87,49,31,35,28,10,3,47,10,32,10,3,27,46,46,31,28
2610318N02Rik,9,18,3,19,3,35,0,54,1,0,1,61,0,9,7,0,6,16,0,25,7,21,16,27
2810025M15Rik,276,273,291,359.99,291,214,248,189,336,262,310,269,316,283,415,257,318,227,362,311,438,365,328,294
2810402E24Rik,102,340,197,191,154,225,173,326,243,141,131,198,251,263,150,98,145,133,193,163,141,182,158,120
2810414N06Rik,30,61,35,61,69,38,57,101,58,38,84,47,60,27,106,23,44,54,94,42,78,44,64,48
2900009J06Rik,9,0,2,11,1,0,0,0,6,12,5,2,3,1,2,1,1,5,10,0,2,5,1,0
2900027M19Rik,31,12,0,0,16,29,18,0,14,0,12,14,18,20,17,7,9,5,22,33,11,8,37,7
3110045C21Rik,49,11,51,27,45,51,55,32,86,24,41,36,24,20,56,18,12,51,57,43,52,44,35,29
3110083C13Rik,47,12,13,13,37,21,63,45,18,3,29,29,13,13,35,34,39,39,20,30,46,24,31,10
3110099E03Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830432H09Rik,0,0,4,0,2,0,0,0,1,0,7,0,0,0,4,0,2,2,19,0,4,0,11,15
4632411P08Rik,0,14,3,8,14,4,0,0,0,0,0,4,0,27,1,0,2,3,5,0,3,3,3,0
4632415L05Rik,59.25,0,32.96,0,0,17.13,0,18.77,0,13.12,41.16,0,8.39,7.94,0,57.2,27.77,13.7,0,31.2,12.6,0,17.45,9.24
4833413G10Rik,64,23,72,68,111,61,64,134,62,36,79,81,108,27,101,39,65,91,82,116,89,102,61,59
4833415N18Rik,26,36,243,150,191,205,52,55,208,159,119,187,17,68,288,196,114,152,106,1,280,267,206,179
4833421G17Rik,5,0,0,0,2,0,0,0,1,0,0,2,0,1,5,0,4,3,17,0,0,0,0,0
4833428L15Rik,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833439L19Rik,3006.98,3941,4397.87,3959,5578.11,4159,4079,3900,6454,2795.78,5150,4194,4238,3156,6366,3525.87,4094.96,4254.93,4640,4872,5372,5064,4797.31,3690.8
4921509C19Rik,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4921521D15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4930404O17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930405A10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930405H06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930412E21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930431L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4930433N12Rik,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,4,0,11,0,0,0,0
4930447A16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448E22Rik,7,0,1,3,0,4,0,0,10,0,13,4,9,0,4,1,0,0,7,0,8,12,3,2
4930448K20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930449I04Rik,0,0,3,0,0,13,0,0,0,3,3,0,0,0,2,6,1,2,0,0,4,2,4,4
4930451I11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930458A03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930470H14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
4930471C04Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0
4930471E19Rik,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930483K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930483O08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930502E09Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930504D19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930512B01Rik,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
4930513N10Rik,27,23,38,13,24,7,14,0,23,11,23,16,16,36,10,6,38,21,15,8,31,25,34,29
4930515G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930517O19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930523C07Rik,549,278,485,748.96,270,692,376,509.98,575,355,376,746,567,1316,401,501.04,529,460,341,322,525,700,496,562
4930525G20Rik,8,0,11,3,7,0,0,9,11,5,12,5,18,15,15,3,9,4,10,5,9,7,5,4
4930527F14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4930533N22Rik,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930534D22Rik,0,0,1,6,22,3,0,0,11,8,6,9,19,0,18,10,6,13,4,0,6,9,18,3
4930544G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930547E08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930547M16Rik,0,0,11,12,23,17,0,42,5,3,12,11,9,0,17,6,14,5,1,0,5,4,9,4
4930549P19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930550C17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930553M12Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4930554I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930557K07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930558F17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930562A09Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4930568D16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930571K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930577N17Rik,22,0,6,29,33,38,49,52,23,8,22,57,12,7,48,13,22,19,0,17,9,44,21,24
4930579K19Rik,6,0,31,37,11,24,42,94,14,6,10,22,0,32,16,5,13,25,0,11,15,12,9,21
4930579O11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930579P08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930583I09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930587A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930587E11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930588G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930597G03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930599N24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0
4931429P17Rik,6,16,4,1,3,16,20,31,9,3,8,4,0,17,9,9,3,5,0,0,11,8,5,4
4932435O22Rik,6,5,9,32,27,8,28,24,35,15,17,15,69,25,22,13,11,27,74,29,36,38,13,6
4933406D12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4933406J09Rik,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0
4933408N05Rik,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
4933412L11Rik,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4933415J04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933417C20Rik,0,0,7,0,5,3,0,0,0,1,6,27,0,30,2,5,1,9,9,13,8,6,3,11
4933421O10Rik,220,201,307,360,362,330,362,345,401,234,423,310,218,264,364,215,253,236,324,303,367,383,353,286
4933422A05Rik,0,0,0,0,0,0,0,0,0,3,0,2,0,16,0,0,0,0,0,0,0,0,0,0
4933424G05Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933424L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933427I22Rik,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,2,1,0,13,3,0,2,2
4933428C19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933433F19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933436N17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933438A12Rik,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5033424D13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330425B07Rik,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,2
5330429C05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5430402E10Rik,0,0,1,36,0,0,0,0,0,5,4,2,0,0,0,15,0,0,0,0,0,24,0,0
5430402P08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5430425K12Rik,6,0,5,0,0,5,0,0,7,0,0,0,1,6,3,3,11,0,0,0,1,0,1,0
5430430B14Rik,37,7,17,18,28,45,11,6,24,13,15,38,22,73,23,22,11,13,55,42,15,40,42,42
5430435K18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730522E02Rik,0,0,0,0,1,0,0,3,0,0,0,4,0,0,1,3,5,1,0,2,3,1,6,1
5830418P13Rik,0,10,5,4,0,5,0,0,2,1,0,4,0,10,0,0,0,0,0,0,1,2,2,5
5830437K03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830454E08Rik,16,49,24,30,17,22,7,29,20,25,16,15,39,12,18,17,15,19,32,32,24,31,45,28
5930438M14Rik,30,0,3,6,8,4,0,0,18,8,6,4,17,0,13,4,1,12,5,9,10,2,7,7
6430590A07Rik,27,41,67.86,68,57,54,54,56,37,21,24,37,13,66,29,17,24,54,42,50,49,24,33.14,33
6820402A03Rik,13,0,14,13,3,2,0,5,0,0,6,7,3,0,13,0,10,0,0,0,1,5,13,1
7330404K18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
7330423F06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,1
7420426K07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8030455M16Rik,0,0,0,0,7,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0
8430430B14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130008F23Rik,77,25,52,41,55,34,69,33,119,51,58,36,147,22,60,49,40,15,115,89,70,37,39,31
9130017K11Rik,17,17,23,32,13,18,40,0,45,11,15,5,52,22,35,13,7,8,17,28,36,22,9,17
9130209A04Rik,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130213A22Rik,0,0,0,8,12,9,0,16,2,7,7,5,14,6,2,4,7,5,0,12,20,2,6,5
9130230N09Rik,95,113,47,80,89,82,89,125,63,49,101.49,61,116,78,128,32,77,81,175,112,93,83,88,82
9230102O04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9230106D20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230111E07Rik,5,0,18,4,12,13,2,0,13,5,4,9,2,14,15,4,10,13,28,0,1,4,8,9
9330159M07Rik,83.41,116.86,162,166,235.16,206,112,233.83,166,72,159.62,174,203,74,225,53,119.01,171,103.45,225,162.76,87.59,174.47,190
9330185C12Rik,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330188P03Rik,49.86,106,69,125.68,228,129,125.85,148,130,137,186,128.03,85,125.14,168.55,125.85,101,249,76,145,167,196,184.96,135
9430068D22Rik,9,5,6,2,0,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,1,1,3
9430087B13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
9530052C20Rik,0,19,3,7,2,7,19,18,7,11,6,13,0,0,7,8,12,6,2,2,6,8,6,17
9530086O07Rik,0,0,0,9,3,0,1,0,0,0,2,0,0,20,4,22,9,5,8,0,2,5,2,1
9830004L10Rik,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
9930024M15Rik,0,16,5,41,14,23,0,20,4,21,5,13,18,14,7,13,15,4,29,0,6,19,3,16
9930111J21Rik1,145.29,141.51,156.25,317.72,171.57,497.55,192.75,337.83,261.08,165.59,160.94,497.28,110.02,1051.69,86.37,169.94,267.84,192.86,131.25,202.61,251.23,334.23,336.58,418.48
A030003K21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A130010J15Rik,207,334,342,186,425,300,324,201,425.07,190,407,279,198,227,393,174,341,274,325,268,407,238,390,304
A230057D06Rik,130,102,137,122,538,252,140,0,293,49,464,248,263,38,452,126,332,332,188,147,288,131,489,271
A230103J11Rik,13,8,54,53,97,79,93,19,57,40,93,55,11,0,100,7,76,62,22,47,37,41,49,56
A230103O09Rik,0,0,14,3,5,0,0,0,10,0,5,0,0,0,3,0,0,5,0,0,3,4,11,0
A230107N01Rik,1,45,27,14,41,26,43,28,28,6,34,16,28,4,44,8,10,25,11,22,25,3,39,24
A2m,438,972,1384.99,1300,1276,1072,1143,828,1548,1412,1322,727,648,1409,1766,1729,1337,1069,731,1557,1698,2644,1059,1077
A330058E17Rik,0,0,0,3,11,2,19,0,7,2,7,5,6,0,11,0,9,0,0,4,0,0,11,0
A330069K06Rik,15,14,31,13,69,11,37,0,48,0,73,9,34,15,48,13,96,13,30,0,47,7,48,11
A330074K22Rik,69,154,153,134,457,250,99,71,289,84,392,279,117,41,323,118,284,247,142,403,164,79,287,205
A430027H14Rik,24,20,23,8,13,7,39,0,11,6,24,8,30,2,19,0,7,10,8,24,5,13,20,27
A430050A11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A530006G24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A530032D15Rik,24,0,16.35,36.77,2,60.67,38.2,62.27,11.25,19,5.01,57.17,28,123.84,2.02,8.06,35.35,15.06,0,25,13.1,16.21,5.03,8.07
A530040E14Rik,0,29,17.95,43.26,12,83.89,0,117,4,21.42,7,61.6,26,221.1,6,17,22,41.39,47.71,19.42,27.41,24.4,32.92,49.78
A530041M06Rik,41,121,31,26,86,66,67,71,24,29.99,68,67,70,64,82,38,63,75,59,44,67,48,82,41
A530095I07Rik,33,0,3,0,1,0,0,0,15,0,3,0,1,0,8,0,12,0,0,2,18,1,2,0
A630012P03Rik,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
A730004F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A730018C14Rik,19,2,0,5,15,12,25,0,0,0,8,24,31,0,8,0,5,6,45,14,4,6,17,12
A730020E08Rik,69,11,45,50,110,88,65,20,116,56,131,79,73,58,126,31,50,76,116,91,95,46.7,127,71
A730061H03Rik,14,22,2,10,31,43,0,0,26,21,26,16,11,15,26,5,16,7,23,35,10,6,32,17
A930006K02Rik,64,4,68,61,73,87,50,1,62,55,64,90.59,87,44,105,79,97,42.01,55,17,99,82,104,54
A930027H12Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A930033M14Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,3
A930104D05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Aadacl2fm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
